"","blueWardsPlaced","blueWardsDestroyed","blueDragons","blueHeralds","blueTotalJungleMinionsKilled","blueCSPerMin","redWardsPlaced","redWardsDestroyed","redFirstBlood","redDragons","redHeralds","redTotalJungleMinionsKilled","redCSPerMin","blueKA","redKA","diff_PCA_Component_1","blueWins","PredictedBlueWins"
"1",2.21334337125879,0.078840684603801,0,1,-1.76565376226443,0.0584299415079349,-0.0105766511603055,-0.340159255814959,0,1,0,0.464423208686334,-2.1629022423084,2.99018389886379,1.08275420116518,-1.87771835764303,1,1
"2",-0.373033066846079,0.997526665513275,0,0,-1.05958589170677,0.606604914415588,-0.305687300813865,0.126008075103165,1,1,0,0.265392027097025,-1.25089570458689,-0.714832162756855,0.932604557473569,0.532965141014723,0,0
"3",-0.588564436688152,-0.380502305850936,0,0,-1.46305324631115,-0.80951376559585,-0.527020288054034,0.126008075103165,0,1,0,0.862485571864952,1.07472096660295,-0.418430877827204,0.632305270090338,1.65293258014822,0,0
"4",-0.301189276898722,0.078840684603801,1,0,-0.454384859800214,-0.80951376559585,-0.600797950467424,-0.340159255814959,0,0,0,0.563938799480989,-0.156487859321087,2.24918068653966,-0.418742235750969,-1.43134136137332,1,1
"5",-0.588564436688152,0.538183675058538,0,0,1.76468559052384,2.43385482410776,-0.158131975987085,0.126008075103165,1,0,0,0.0663608455077164,0.253915082653591,-0.270230235362378,-0.719041523134199,0.233633174233744,0,1
"6",-0.301189276898722,-0.380502305850936,1,0,-1.76565376226443,0.469561171188674,-0.527020288054034,0.592175406021289,0,0,1,-0.331701517670901,-1.34209635835904,0.767174261891403,0.482155626398723,-0.804302305836629,1,1
"7",3.00362506067972,0.538183675058538,1,0,0.150816172106346,1.06341739183863,-0.453242625640644,0.592175406021289,1,0,0,-1.02831065323348,-0.156487859321087,1.50817747421553,1.38305348854841,-0.775870371441064,0,1
"8",-0.444876856793437,-0.839845296305673,0,0,-0.151784343846934,0.241154932477152,-0.379464963227254,0.126008075103165,0,0,0,0.0663608455077164,0.0259134482232152,-0.714832162756855,0.482155626398723,-0.253705510333025,1,0
"9",0.848311362258999,0.538183675058538,1,0,-0.353518021149121,-0.626788774626631,1.83386490917444,-0.340159255814959,1,0,0,0.563938799480989,1.12032129348902,-0.270230235362378,-1.16949045420905,-0.0774239434075977,1,1
"10",0.273561042680139,0.997526665513275,0,0,-1.56392008496224,-1.3120074907612,-0.158131975987085,-0.340159255814959,1,1,0,0.962001162659606,0.162714428881441,0.767174261891403,1.83350241962326,1.13993689489275,0,0
"11",-0.229345486951364,-0.839845296305673,0,0,-0.656118537102401,0.149792436992543,-0.453242625640644,0.592175406021289,1,0,0,-1.72491978879606,-0.202088186207161,0.767174261891403,0.482155626398723,-0.136650469169468,0,1
"12",-0.516720646740794,0.078840684603801,0,0,0.453416688059627,0.560923666673282,0.210756336079864,0.126008075103165,1,0,0,-0.331701517670901,0.573117370856118,-0.566631520292029,-0.118442948367738,0.303212601008738,0,0
"13",-0.157501697004007,-1.29918828676041,1,0,0.150816172106346,-1.99722620689576,-0.895908600120983,0.592175406021289,0,0,0,-0.729763880849519,-0.156487859321087,1.21177618928588,0.632305270090338,0.0978070055482048,1,0
"14",-0.444876856793437,-0.380502305850936,0,0,1.36121823591947,0.926373648611718,-0.453242625640644,0.126008075103165,1,1,0,-0.0331547452869381,0.84671933217257,-1.60403601754581,0.181856339015492,0.20364825824397,0,0
"15",-0.444876856793437,0.078840684603801,1,0,0.957750881315094,0.560923666673282,-0.305687300813865,-0.806326586733083,1,0,0,0.165876436302371,-1.11409472392867,0.026171049567274,-0.418742235750969,-0.286322576249756,1,1
"16",-0.947783386424939,0.078840684603801,0,0,-0.857852214404588,-3.27630114368029,-0.453242625640644,-1.27249391765121,0,1,0,1.06151675345426,-1.25089570458689,1.06357554682106,0.782454913781954,0.171263694122381,1,0
"17",-0.229345486951364,-0.380502305850936,0,0,-0.958719053055682,-0.855195013338153,-0.453242625640644,0.126008075103165,0,0,0,-1.92395097038537,-1.93490060787802,1.06357554682106,0.932604557473569,-0.41424877687819,0,1
"18",-0.373033066846079,-0.380502305850936,0,0,-0.756985375753495,0.0127486937656298,-0.600797950467424,0.126008075103165,1,0,1,-0.829279471644174,0.436316390197892,-0.270230235362378,0.932604557473569,0.413471178073058,0,0
"19",-0.301189276898722,0.078840684603801,1,0,1.15948455861728,1.15477988732324,-0.0843543135736953,1.05834273693941,1,0,1,-0.331701517670901,0.436316390197892,-0.714832162756855,-0.118442948367738,0.430676179740709,0,0
"20",-0.0138141171092916,0.538183675058538,1,0,0.55428352671072,0.469561171188674,-0.379464963227254,0.592175406021289,0,0,0,-2.5210445151533,0.573117370856118,1.21177618928588,0.181856339015492,-0.655316263754489,0,1
"21",-0.157501697004007,-0.839845296305673,1,1,-0.252651182498027,0.241154932477152,-0.453242625640644,0.126008075103165,1,0,0,-0.232185926876247,-0.521290474409687,-1.01123344768651,-0.418742235750969,-0.326113434624098,0,1
"22",-0.373033066846079,-1.29918828676041,0,1,-0.353518021149121,-0.855195013338153,1.3911989346941,0.592175406021289,0,1,0,-0.829279471644174,-0.0196868786628607,-0.566631520292029,0.482155626398723,1.28563512609943,0,0
"23",-0.229345486951364,-0.839845296305673,0,0,-1.05958589170677,0.286836180219457,-0.305687300813865,0.592175406021289,0,1,0,-0.331701517670901,0.162714428881441,-1.15943409015133,-1.61993938528389,-0.528364605385124,1,1
"24",-0.732252016582867,0.078840684603801,1,0,0.55428352671072,1.88567985120011,-0.231909638400475,-0.806326586733083,0,0,0,1.65861029822219,0.0715137751092894,-0.418430877827204,-1.61993938528389,-1.28975765714861,1,1
"25",1.27937410194314,0.538183675058538,1,0,-0.353518021149121,0.0127486937656298,-0.305687300813865,1.52451006785754,1,0,1,0.0663608455077164,-1.06849439704259,2.39738132900449,-0.118442948367738,-0.468948688018786,1,1
"26",-0.0856579070566491,-0.839845296305673,1,1,1.36121823591947,-0.900876261080458,-0.0843543135736953,0.592175406021289,0,0,0,1.06151675345426,0.0715137751092894,0.618973619426577,-0.869191166825815,-0.305085292936523,1,1
"27",1.42306168183786,0.997526665513275,1,0,-0.0509175051958405,-0.581107526884328,-0.379464963227254,0.126008075103165,0,0,0,-0.928795062438828,-1.38769668524512,1.50817747421553,0.332005982707108,-0.563205191940268,1,1
"28",-0.444876856793437,-0.839845296305673,1,0,-1.66478692361334,0.378198675704065,-0.305687300813865,0.126008075103165,0,0,0,0.265392027097025,0.299515409539666,2.54558197146931,0.332005982707108,-0.492831336757668,0,1
"29",-0.444876856793437,-1.29918828676041,0,0,0.55428352671072,1.7486361079732,-0.600797950467424,0.126008075103165,0,1,0,0.663454390275643,1.07472096660295,0.470772976961752,-1.46978974159228,-0.90743295120106,1,1
"30",-0.516720646740794,0.078840684603801,0,0,-1.16045273035787,0.378198675704065,-0.453242625640644,1.05834273693941,0,1,0,0.36490761789168,1.3483229279194,-0.122029592897552,-0.418742235750969,1.23340945398791,0,0
"31",-0.229345486951364,-0.380502305850936,0,0,-0.0509175051958405,1.10909863958094,-0.231909638400475,1.05834273693941,0,1,0,-0.331701517670901,1.62192488923585,-0.566631520292029,-0.719041523134199,0.146661765843189,0,0
"32",-0.373033066846079,0.538183675058538,0,1,1.26035139726837,-0.307020040430501,-0.0105766511603055,-0.340159255814959,0,0,0,-1.12782624402814,-1.15969505081474,-0.714832162756855,-0.418742235750969,0.432286870636275,1,1
"33",1.42306168183786,-1.29918828676041,0,0,-1.76565376226443,0.0584299415079349,-0.527020288054034,0.592175406021289,1,1,0,-1.92395097038537,-0.430089820637537,-0.566631520292029,0.782454913781954,0.569719464874303,0,0
"34",0.201717252732781,-0.380502305850936,1,1,0.756017204012907,1.7486361079732,-0.158131975987085,-0.806326586733083,0,0,0,-0.232185926876247,-0.338889166865387,-0.270230235362378,-1.16949045420905,-1.32764040852395,1,1
"35",2.14149958131143,-0.839845296305673,0,0,-0.252651182498027,-1.95154495915346,-0.379464963227254,-0.806326586733083,1,1,1,-0.0331547452869381,0.253915082653591,0.026171049567274,0.632305270090338,1.43556997989043,0,0
"36",-0.444876856793437,-0.380502305850936,1,0,2.16815294512821,1.20046113506555,-0.600797950467424,0.126008075103165,0,0,0,0.862485571864952,0.162714428881441,0.026171049567274,-0.568891879442584,0.0207196580361065,0,1
"37",-0.373033066846079,0.078840684603801,0,0,-0.656118537102401,-0.0786138017189787,-0.305687300813865,0.126008075103165,1,1,1,2.35521943378477,1.57632456234977,-1.75223666001064,-0.418742235750969,1.19622955931841,0,0
"38",-0.516720646740794,-0.839845296305673,0,0,0.957750881315094,0.33251742796176,4.63741608088325,0.126008075103165,0,1,0,-1.12782624402814,-0.0196868786628607,1.50817747421553,0.482155626398723,-0.976095883928832,1,0
"39",1.63859305167993,1.91621264642275,0,1,-1.46305324631115,-1.54041372947272,-0.231909638400475,-1.27249391765121,0,0,0,-2.12298215197468,-2.43650420362485,2.99018389886379,1.38305348854841,-0.302653576165352,0,1
"40",-0.0856579070566491,0.078840684603801,1,0,0.55428352671072,0.469561171188674,-0.231909638400475,-0.340159255814959,0,0,0,1.26054793504357,0.481916717083967,1.21177618928588,-1.16949045420905,-1.37452029382511,1,1
"41",-0.444876856793437,0.078840684603801,1,0,0.25168301075744,-0.0786138017189787,-0.379464963227254,-0.340159255814959,0,0,0,-0.928795062438828,-1.02289407015652,1.35997683175071,0.482155626398723,-1.05087061068278,1,1
"42",-0.301189276898722,0.078840684603801,0,0,-0.151784343846934,0.104111189250238,-0.527020288054034,-1.27249391765121,1,0,0,1.55909470742753,-0.566890801295763,0.026171049567274,-0.268592592059353,0.0267461884869321,0,0
"43",-0.373033066846079,-1.29918828676041,1,0,-0.958719053055682,-1.81450121592655,-0.379464963227254,0.592175406021289,1,0,0,-0.331701517670901,-1.38769668524512,0.915374904356229,1.08275420116518,0.477688614262773,0,0
"44",-0.229345486951364,0.538183675058538,1,0,0.55428352671072,1.93136109894241,-0.895908600120983,-0.806326586733083,0,0,1,0.862485571864952,-0.0196868786628607,0.026171049567274,-1.61993938528389,-0.996454911460029,1,1
"45",-0.444876856793437,0.078840684603801,0,0,0.150816172106346,0.149792436992543,-0.158131975987085,0.592175406021289,1,1,0,-0.729763880849519,1.21152194726117,-0.566631520292029,1.53320313224003,1.03614316451333,0,0
"46",-0.157501697004007,-0.839845296305673,0,1,-1.16045273035787,0.743648657642501,-0.527020288054034,1.05834273693941,0,1,0,-0.331701517670901,0.527517043970042,-1.01123344768651,-0.418742235750969,0.273243549883398,0,0
"47",-0.229345486951364,0.078840684603801,1,1,0.0499493334552529,1.24614238280785,-0.379464963227254,-0.340159255814959,0,0,0,0.762969981070297,0.983520312830794,-0.122029592897552,-0.568891879442584,-0.305666084002748,1,1
"48",-0.516720646740794,-0.380502305850936,0,0,-1.26131956900896,1.15477988732324,-0.527020288054034,0.592175406021289,1,1,0,-1.12782624402814,1.98672750432445,-0.863032805221681,0.0317066953238771,0.424646061767783,0,0
"49",-0.588564436688152,-0.380502305850936,1,0,-0.151784343846934,-1.67745747269963,-0.453242625640644,-0.340159255814959,1,0,0,-0.331701517670901,-0.566890801295763,-1.01123344768651,2.43410099438972,1.17685132224722,0,0
"50",-0.0856579070566491,0.997526665513275,1,0,1.76468559052384,0.83501115312711,0.210756336079864,-0.806326586733083,0,0,0,-0.0331547452869381,-0.566890801295763,0.470772976961752,-1.01934081051743,-1.31940770711244,1,1
"51",2.06965579136408,0.997526665513275,0,0,0.0499493334552529,0.241154932477152,-0.231909638400475,-1.27249391765121,0,0,0,-0.928795062438828,-0.430089820637537,1.06357554682106,-1.01934081051743,-1.7924210396803,1,1
"52",-0.588564436688152,-0.839845296305673,1,0,0.150816172106346,0.149792436992543,-0.453242625640644,-1.27249391765121,1,0,1,-0.729763880849519,-0.521290474409687,-0.270230235362378,-0.719041523134199,0.294415282343191,0,1
"53",-0.0856579070566491,-0.839845296305673,1,1,3.78202236354571,1.29182363055015,-0.527020288054034,0.126008075103165,0,0,0,-0.0331547452869381,0.299515409539666,0.322572334496926,-0.118442948367738,-0.73591467614692,0,1
"54",-0.444876856793437,0.997526665513275,0,0,-0.252651182498027,0.789329905384805,-0.379464963227254,-1.27249391765121,0,0,0,-0.431217108465556,0.299515409539666,0.1743716920321,-0.418742235750969,-0.32713495358096,0,1
"55",-0.229345486951364,0.078840684603801,1,0,-1.16045273035787,0.652286162157893,-0.305687300813865,1.05834273693941,0,0,0,-0.331701517670901,-1.06849439704259,0.026171049567274,-1.01934081051743,-0.797431370691076,1,1
"56",2.14149958131143,0.538183675058538,1,0,-0.252651182498027,0.241154932477152,-0.527020288054034,1.05834273693941,0,0,0,0.36490761789168,-1.20529537770082,-0.418430877827204,-1.01934081051743,-0.912844609125707,1,1
"57",-0.516720646740794,0.538183675058538,1,0,-0.555251698451308,0.33251742796176,2.71919685813512,0.592175406021289,0,0,0,-0.729763880849519,1.3483229279194,0.767174261891403,0.0317066953238771,-1.20415905657533,1,1
"58",-0.301189276898722,0.078840684603801,1,0,-0.756985375753495,0.83501115312711,-0.305687300813865,-0.806326586733083,1,0,0,0.862485571864952,-0.247688513093237,0.1743716920321,-1.31964009790066,-0.820542909916004,1,1
"59",-0.444876856793437,-0.380502305850936,0,0,0.856884042664,1.70295486023089,1.24364360986732,0.126008075103165,0,1,0,-1.92395097038537,-1.61569831967549,0.915374904356229,-0.418742235750969,-1.43849208395956,1,1
"60",-0.229345486951364,-0.380502305850936,1,0,-0.0509175051958405,0.697967409900196,-0.305687300813865,-0.340159255814959,0,0,0,-0.331701517670901,-0.97729374327044,0.026171049567274,-0.568891879442584,-1.1259765560151,1,1
"61",-0.229345486951364,0.078840684603801,0,0,-0.656118537102401,0.880692400869415,1.09608828504054,-0.340159255814959,0,1,0,0.862485571864952,0.208314755767515,0.1743716920321,-0.118442948367738,1.23340945398791,0,0
